"id","data_id","treat","age","educ","black","hisp","marr","nodegree","agesq","agecube","educsq","u74","u75","re74","re75","re78"
2773,"CPS1",0,39,9,0,0,1,1,1521,59319,81,0,0,14173.33984375,5625.19384765625,10661.7998046875
2774,"CPS1",0,52,13,0,0,1,0,2704,140608,169,1,1,0,0,0
2775,"CPS1",0,17,11,0,0,0,1,289,4913,121,1,1,0,0,0
2776,"CPS1",0,17,10,0,0,0,1,289,4913,100,1,1,0,0,7260.07080078125
2777,"CPS1",0,40,12,0,0,1,0,1600,64000,144,0,0,17964.51953125,23827.400390625,25564.669921875
2778,"CPS1",0,29,12,0,0,1,0,841,24389,144,0,0,19277.23046875,19725.76953125,11285.400390625
2779,"CPS1",0,17,9,1,0,0,1,289,4913,81,1,0,0,297.193511962891,54.6758804321289
2780,"CPS1",0,20,12,1,0,0,0,400,8000,144,1,1,0,0,0
2781,"CPS1",0,39,11,1,0,1,1,1521,59319,121,0,0,22811.740234375,19247.759765625,25564.669921875
2782,"CPS1",0,18,11,1,0,0,1,324,5832,121,1,1,0,0,0
2783,"CPS1",0,28,14,1,0,0,0,784,21952,196,1,0,0,1063.45202636719,0
2784,"CPS1",0,45,12,0,0,1,0,2025,91125,144,0,0,25862.3203125,23356.55078125,25165.6796875
2785,"CPS1",0,30,13,0,0,1,0,900,27000,169,0,0,13516.98046875,14369.1298828125,15850.099609375
2786,"CPS1",0,50,12,0,0,1,0,2500,125000,144,0,0,23315.26953125,25243.55078125,24703.16015625
2787,"CPS1",0,16,10,0,0,0,1,256,4096,100,1,0,0,69.8225784301758,1259.02294921875
2788,"CPS1",0,44,16,0,0,1,0,1936,85184,256,0,0,25860.359375,25243.55078125,25564.669921875
2789,"CPS1",0,38,17,0,0,1,0,1444,54872,289,0,0,25862.3203125,25243.55078125,25564.669921875
2790,"CPS1",0,50,14,0,0,1,0,2500,125000,196,0,0,25862.3203125,14650.2099609375,25564.669921875
2791,"CPS1",0,17,11,0,0,0,1,289,4913,121,0,0,1263.72705078125,3449.95190429688,10020.4599609375
2792,"CPS1",0,18,11,0,0,0,1,324,5832,121,0,0,2276.66796875,657.048400878906,6218.27294921875
2793,"CPS1",0,22,11,0,0,1,1,484,10648,121,0,0,3030.98608398438,1976.51599121094,0
2794,"CPS1",0,28,11,0,0,1,1,784,21952,121,0,0,21720.4296875,11474.1796875,10153.4599609375
2795,"CPS1",0,18,12,0,0,0,0,324,5832,144,0,0,10458.5703125,9653.4189453125,10964.73046875
2796,"CPS1",0,21,10,0,0,0,1,441,9261,100,0,0,1767.25903320312,1555.7900390625,7675.31201171875
2797,"CPS1",0,26,16,0,0,1,0,676,17576,256,1,0,0,2114.37109375,9104.2734375
2798,"CPS1",0,34,15,0,0,1,0,1156,39304,225,0,0,25862.3203125,25243.55078125,25564.669921875
2799,"CPS1",0,46,12,0,0,1,0,2116,97336,144,0,0,25862.3203125,25243.55078125,25564.669921875
2800,"CPS1",0,18,12,0,0,0,0,324,5832,144,0,0,3507.087890625,3526.93505859375,11252.8896484375
2801,"CPS1",0,27,14,0,0,1,0,729,19683,196,0,0,23197.720703125,24298.259765625,0
2802,"CPS1",0,41,13,0,0,1,0,1681,68921,169,0,1,25862.3203125,0,0
2803,"CPS1",0,30,17,0,0,1,0,900,27000,289,0,0,25862.3203125,25243.55078125,25564.669921875
2804,"CPS1",0,39,12,0,0,1,0,1521,59319,144,1,1,0,0,0
2805,"CPS1",0,18,10,0,0,0,1,324,5832,100,0,0,1769.21801757812,4329,6911.3271484375
2806,"CPS1",0,16,8,0,0,0,1,256,4096,64,0,0,31.3482704162598,21.4838695526123,6868.47314453125
2807,"CPS1",0,49,15,0,0,1,0,2401,117649,225,0,0,25862.3203125,25243.55078125,9238.7470703125
2808,"CPS1",0,18,11,0,0,0,1,324,5832,121,0,0,80.3299407958984,1946.0810546875,5967.06005859375
2809,"CPS1",0,24,12,0,0,1,0,576,13824,144,0,0,18278,18612.189453125,24664.73046875
2810,"CPS1",0,28,12,0,0,1,0,784,21952,144,0,0,12110.23046875,13393.400390625,13781.2802734375
2811,"CPS1",0,25,15,0,0,1,0,625,15625,225,0,0,23015.509765625,19335.48046875,16139.73046875
2812,"CPS1",0,23,13,0,0,1,0,529,12167,169,0,0,25862.3203125,25243.55078125,25564.669921875
2813,"CPS1",0,51,12,0,0,1,0,2601,132651,144,0,0,25862.3203125,25243.55078125,25564.669921875
2814,"CPS1",0,23,10,0,0,1,1,529,12167,100,0,0,9864.908203125,5967.14501953125,1046.22998046875
2815,"CPS1",0,35,12,0,0,1,0,1225,42875,144,0,0,19506.4609375,14442.5302734375,25564.669921875
2816,"CPS1",0,16,11,1,0,0,1,256,4096,121,0,0,4139.93115234375,4502.6611328125,10293.83984375
2817,"CPS1",0,25,10,0,0,1,1,625,15625,100,0,0,20325.4296875,18254.130859375,16622.94921875
2818,"CPS1",0,50,9,0,0,1,1,2500,125000,81,1,1,0,0,0
2819,"CPS1",0,18,9,0,0,0,1,324,5832,81,0,0,3285.68994140625,3174.24194335938,633.944702148438
2820,"CPS1",0,35,11,0,0,1,1,1225,42875,121,0,0,25817.259765625,25243.55078125,25564.669921875
2821,"CPS1",0,36,11,0,0,1,1,1296,46656,121,1,1,0,0,0
2822,"CPS1",0,46,8,0,0,1,1,2116,97336,64,0,0,23360.33984375,18046.44921875,20284.75
2823,"CPS1",0,48,12,0,0,1,0,2304,110592,144,0,0,25862.3203125,11051.66015625,21673.8203125
2824,"CPS1",0,45,11,0,0,1,1,2025,91125,121,0,0,25862.3203125,25243.55078125,25564.669921875
2825,"CPS1",0,18,12,0,0,0,0,324,5832,144,0,1,1122.66003417969,0,25564.669921875
2826,"CPS1",0,24,16,0,0,0,0,576,13824,256,1,1,0,0,630.989196777344
2827,"CPS1",0,22,14,0,0,0,0,484,10648,196,0,0,8769.677734375,15808.5498046875,22139.30078125
2828,"CPS1",0,47,12,0,0,1,0,2209,103823,144,0,0,23452.419921875,22490.029296875,20711.8203125
2829,"CPS1",0,23,12,0,0,0,0,529,12167,144,0,0,19104.810546875,470.854797363281,12639
2830,"CPS1",0,48,8,0,0,1,1,2304,110592,64,0,0,25862.3203125,23752.2109375,22205.80078125
2831,"CPS1",0,39,16,0,0,1,0,1521,59319,256,0,0,22609.939453125,22244.759765625,4857.287109375
2832,"CPS1",0,37,4,0,0,0,1,1369,50653,16,0,0,13526.7802734375,13140.9697265625,8715.630859375
2833,"CPS1",0,49,5,0,0,1,1,2401,117649,25,0,0,25862.3203125,25243.55078125,0
2834,"CPS1",0,21,12,0,0,0,0,441,9261,144,0,0,15237.2197265625,14797.01953125,15295.9501953125
2835,"CPS1",0,41,12,0,0,1,0,1681,68921,144,0,0,25862.3203125,23907.970703125,25564.669921875
2836,"CPS1",0,49,9,0,0,1,1,2401,117649,81,0,0,25691.869140625,23105.900390625,25564.669921875
2837,"CPS1",0,54,12,0,0,1,0,2916,157464,144,0,0,25862.3203125,25243.55078125,0
2838,"CPS1",0,48,14,0,0,1,0,2304,110592,196,0,0,25862.3203125,25243.55078125,25564.669921875
2839,"CPS1",0,32,12,0,0,1,0,1024,32768,144,0,0,24868.970703125,23881.109375,25564.669921875
2840,"CPS1",0,29,13,0,0,0,0,841,24389,169,0,0,16201.1796875,14404.9404296875,16405.720703125
2841,"CPS1",0,55,12,0,0,1,0,3025,166375,144,0,0,25862.3203125,25243.55078125,25564.669921875
2842,"CPS1",0,29,18,0,0,1,0,841,24389,324,0,0,25862.3203125,25243.55078125,25564.669921875
2843,"CPS1",0,26,12,0,0,1,0,676,17576,144,1,0,0,111,0
2844,"CPS1",0,39,14,0,0,1,0,1521,59319,196,0,0,25862.3203125,22020.970703125,25564.669921875
2845,"CPS1",0,43,16,0,0,1,0,1849,79507,256,0,1,977.674072265625,0,0
2846,"CPS1",0,27,12,0,0,1,0,729,19683,144,0,0,24324.30078125,25243.55078125,25564.669921875
2847,"CPS1",0,22,12,1,0,1,0,484,10648,144,0,0,9729.71875,7372.5478515625,2231.36694335938
2848,"CPS1",0,28,16,0,0,0,0,784,21952,256,0,0,3465.94311523438,9651.62890625,2098.3720703125
2849,"CPS1",0,22,17,0,0,0,0,484,10648,289,0,1,31.3482704162598,0,9630.34375
2850,"CPS1",0,19,11,0,0,1,1,361,6859,121,0,0,39.1853408813477,4744.35498046875,39.8986206054688
2851,"CPS1",0,41,18,0,0,1,0,1681,68921,324,0,0,25862.3203125,25243.55078125,25564.669921875
2852,"CPS1",0,23,12,0,0,1,0,529,12167,144,0,0,10021.650390625,3441,16067.3203125
2853,"CPS1",0,16,9,0,0,1,1,256,4096,81,0,1,920.855407714844,0,15997.8701171875
2854,"CPS1",0,46,8,0,0,0,1,2116,97336,64,0,0,18466.08984375,19523.470703125,20496.0703125
2855,"CPS1",0,30,12,0,0,1,0,900,27000,144,0,0,19149.869140625,18558.48046875,25564.669921875
2856,"CPS1",0,46,8,0,0,1,1,2116,97336,64,0,0,25862.3203125,25243.55078125,25564.669921875
2857,"CPS1",0,28,10,1,0,1,1,784,21952,100,0,0,16926.109375,17606.029296875,20116.2890625
2858,"CPS1",0,32,12,0,0,1,0,1024,32768,144,0,0,25862.3203125,25243.55078125,25564.669921875
2859,"CPS1",0,40,9,0,0,1,1,1600,64000,81,0,0,25862.3203125,19245.970703125,23453
2860,"CPS1",0,44,16,0,0,1,0,1936,85184,256,0,0,25862.3203125,25243.55078125,25564.669921875
2861,"CPS1",0,17,10,0,0,0,1,289,4913,100,1,0,0,372.387084960938,654.632873535156
2862,"CPS1",0,41,8,0,0,1,1,1681,68921,64,0,0,19908.109375,15112.1103515625,10537.669921875
2863,"CPS1",0,22,12,0,0,1,0,484,10648,144,0,0,18477.849609375,12432,11483.41015625
2864,"CPS1",0,28,10,0,0,1,1,784,21952,100,0,0,10415.4599609375,5544.62890625,10289.41015625
2865,"CPS1",0,55,12,0,0,1,0,3025,166375,144,0,0,25862.3203125,25243.55078125,25564.669921875
2866,"CPS1",0,33,14,0,0,1,0,1089,35937,196,0,0,25862.3203125,25243.55078125,25564.669921875
2867,"CPS1",0,43,12,0,0,1,0,1849,79507,144,1,0,0,21.4838695526123,0
2868,"CPS1",0,30,16,1,0,1,0,900,27000,256,0,0,19357.560546875,20995.109375,20951.2109375
2869,"CPS1",0,43,13,1,0,1,0,1849,79507,169,0,0,20002.150390625,10093.83984375,19959.650390625
2870,"CPS1",0,50,11,0,0,1,1,2500,125000,121,0,0,14234.0703125,14857.8896484375,13468
2871,"CPS1",0,30,13,0,0,1,0,900,27000,169,0,0,20250.98046875,10024.01953125,12095.1904296875
2872,"CPS1",0,29,15,0,0,1,0,841,24389,225,0,0,6734,2182.40307617188,5563.64111328125
2873,"CPS1",0,52,8,0,0,1,1,2704,140608,64,0,0,25862.3203125,25243.55078125,25564.669921875
2874,"CPS1",0,55,18,0,0,1,0,3025,166375,324,0,0,25862.3203125,25243.55078125,25564.669921875
2875,"CPS1",0,19,13,0,0,0,0,361,6859,169,0,0,4659.13623046875,3100.83911132812,2068.81689453125
2876,"CPS1",0,24,14,0,0,1,0,576,13824,196,0,0,25862.3203125,25243.55078125,25564.669921875
2877,"CPS1",0,27,18,1,0,0,0,729,19683,324,0,0,14527.9599609375,21960.099609375,25564.669921875
2878,"CPS1",0,33,16,0,0,1,0,1089,35937,256,0,0,25862.3203125,25243.55078125,25564.669921875
2879,"CPS1",0,43,13,0,0,1,0,1849,79507,169,0,0,25862.3203125,25243.55078125,25564.669921875
2880,"CPS1",0,21,12,0,0,0,0,441,9261,144,0,0,9688.57421875,234.532302856445,0
2881,"CPS1",0,34,11,0,0,1,1,1156,39304,121,0,0,20203.9609375,17294.51953125,22433.369140625
2882,"CPS1",0,22,12,0,0,1,0,484,10648,144,0,0,11385.2998046875,11270.080078125,0
2883,"CPS1",0,28,12,0,0,1,0,784,21952,144,0,0,11826.1298828125,2945.0810546875,20447.30078125
2884,"CPS1",0,34,13,0,0,1,0,1156,39304,169,0,0,23424.990234375,25243.55078125,25564.669921875
2885,"CPS1",0,36,15,0,0,0,0,1296,46656,225,0,0,20901.4609375,21696.919921875,22581.140625
2886,"CPS1",0,34,13,0,0,1,0,1156,39304,169,0,0,23836.439453125,24795.970703125,25564.669921875
2887,"CPS1",0,34,14,0,0,1,0,1156,39304,196,1,1,0,0,2365.84008789062
2888,"CPS1",0,32,12,0,0,1,0,1024,32768,144,0,0,25401.890625,6325.2099609375,659.066101074219
2889,"CPS1",0,29,12,0,0,1,0,841,24389,144,1,0,0,6357.43505859375,4600.1630859375
2890,"CPS1",0,30,12,0,0,1,0,900,27000,144,0,0,25862.3203125,25243.55078125,25564.669921875
2891,"CPS1",0,28,12,0,0,0,0,784,21952,144,0,0,25862.3203125,25243.55078125,25564.669921875
2892,"CPS1",0,21,12,0,0,0,0,441,9261,144,0,0,14324.2001953125,2028.43505859375,2073.25
2893,"CPS1",0,20,12,0,0,0,0,400,8000,144,0,0,19.5926704406738,359.854797363281,0
2894,"CPS1",0,40,12,0,0,1,0,1600,64000,144,0,0,25862.3203125,25243.55078125,18109.5390625
2895,"CPS1",0,27,12,0,0,1,0,729,19683,144,0,0,18803.080078125,21874.16015625,25311.98046875
2896,"CPS1",0,28,12,1,0,1,0,784,21952,144,0,0,23395.599609375,20470.55078125,25564.669921875
2897,"CPS1",0,38,12,0,0,1,0,1444,54872,144,0,0,25862.3203125,25243.55078125,25564.669921875
2898,"CPS1",0,48,16,0,0,1,0,2304,110592,256,0,0,25862.3203125,25243.55078125,5526.69677734375
2899,"CPS1",0,18,11,0,0,0,1,324,5832,121,0,0,3058.4150390625,2803.64501953125,13058.669921875
2900,"CPS1",0,27,16,0,0,0,0,729,19683,256,0,0,15834.7900390625,15701.1298828125,16500.2890625
2901,"CPS1",0,34,18,0,0,0,0,1156,39304,324,0,0,14526,13892.900390625,13003.990234375
2902,"CPS1",0,31,13,0,0,1,0,961,29791,169,0,0,25862.3203125,25243.55078125,25564.669921875
2903,"CPS1",0,21,12,0,0,0,0,441,9261,144,0,0,12035.7802734375,13658.3701171875,21862.9609375
2904,"CPS1",0,22,15,0,0,1,0,484,10648,225,0,0,2123.84497070312,862.935485839844,24175.609375
2905,"CPS1",0,48,13,0,0,1,0,2304,110592,169,0,0,25862.3203125,25243.55078125,25564.669921875
2906,"CPS1",0,41,12,0,0,1,0,1681,68921,144,0,0,17172.970703125,23813.080078125,15189.5498046875
2907,"CPS1",0,35,13,0,0,1,0,1225,42875,169,0,0,25862.3203125,25243.55078125,25564.669921875
2908,"CPS1",0,46,12,0,0,1,0,2116,97336,144,0,0,19147.91015625,18359.759765625,25564.669921875
2909,"CPS1",0,21,12,0,0,0,0,441,9261,144,0,0,13074.1904296875,14152.5,10830.259765625
2910,"CPS1",0,27,12,0,0,1,0,729,19683,144,0,0,19555.439453125,19942.400390625,25564.669921875
2911,"CPS1",0,21,11,0,0,0,1,441,9261,121,0,0,6093.31982421875,3774,13091.1796875
2912,"CPS1",0,21,12,0,0,0,0,441,9261,144,0,0,9038.09765625,8068.98388671875,4418.40185546875
2913,"CPS1",0,54,12,0,0,1,0,2916,157464,144,0,0,25862.3203125,25243.55078125,25564.669921875
2914,"CPS1",0,53,13,0,0,1,0,2809,148877,169,0,0,25862.3203125,25243.55078125,25564.669921875
2915,"CPS1",0,44,13,0,0,1,0,1936,85184,169,0,0,25862.3203125,25243.55078125,25564.669921875
2916,"CPS1",0,17,11,0,0,0,1,289,4913,121,0,0,2068.98608398438,1962.19396972656,0
2917,"CPS1",0,27,12,0,0,1,0,729,19683,144,0,0,25862.3203125,22593.869140625,25564.669921875
2918,"CPS1",0,30,12,0,0,1,0,900,27000,144,0,0,24191.0703125,25243.55078125,23451.51953125
2919,"CPS1",0,46,12,0,0,1,0,2116,97336,144,0,0,13867.6904296875,12782.900390625,15545.6796875
2920,"CPS1",0,22,12,0,0,0,0,484,10648,144,1,0,0,2909.27392578125,20392.630859375
2921,"CPS1",0,34,12,0,0,1,0,1156,39304,144,0,0,21961.419921875,17244.390625,0
2922,"CPS1",0,38,12,0,0,1,0,1444,54872,144,0,0,10039.2802734375,8761.8388671875,25564.669921875
2923,"CPS1",0,19,12,0,0,0,0,361,6859,144,0,0,10319.4599609375,25243.55078125,25564.669921875
2924,"CPS1",0,26,11,0,0,1,1,676,17576,121,0,0,25862.3203125,13404.150390625,17556.869140625
2925,"CPS1",0,25,12,0,0,0,0,625,15625,144,0,0,23327.029296875,3842.03198242188,9290.466796875
2926,"CPS1",0,31,12,0,0,1,0,961,29791,144,0,0,21600.919921875,25243.55078125,25564.669921875
2927,"CPS1",0,31,12,0,0,0,0,961,29791,144,0,0,6735.958984375,73.4032287597656,17599.720703125
2928,"CPS1",0,22,12,0,0,1,0,484,10648,144,0,0,12153.330078125,14913.3896484375,17481.509765625
2929,"CPS1",0,29,16,0,0,1,0,841,24389,256,0,0,25186.369140625,25243.55078125,25564.669921875
2930,"CPS1",0,53,15,0,0,0,0,2809,148877,225,0,0,12121.98046875,18993.529296875,8244.2373046875
2931,"CPS1",0,22,15,0,0,0,0,484,10648,225,0,0,474.142608642578,4013.90307617188,25564.669921875
2932,"CPS1",0,32,11,0,0,1,1,1024,32768,121,0,0,18325.01953125,24756.580078125,25564.669921875
2933,"CPS1",0,53,8,0,0,1,1,2809,148877,64,0,0,20844.640625,21720.189453125,25564.669921875
2934,"CPS1",0,40,12,0,0,1,0,1600,64000,144,0,0,25862.3203125,25243.55078125,24750.439453125
2935,"CPS1",0,19,13,0,0,0,0,361,6859,169,0,0,2766.48510742188,818.177429199219,0
2936,"CPS1",0,51,16,0,0,1,0,2601,132651,256,0,0,25862.3203125,25243.55078125,25564.669921875
2937,"CPS1",0,34,13,0,0,1,0,1156,39304,169,0,0,25862.3203125,25243.55078125,25564.669921875
2938,"CPS1",0,42,8,0,0,1,1,1764,74088,64,0,0,19026.439453125,17940.8203125,17793.310546875
2939,"CPS1",0,30,11,0,0,0,1,900,27000,121,0,0,1614.43603515625,7213.2099609375,6269.994140625
2940,"CPS1",0,36,16,0,0,1,0,1296,46656,256,0,0,25862.3203125,25243.55078125,25564.669921875
2941,"CPS1",0,38,6,1,0,1,1,1444,54872,36,0,0,15119.66015625,14387.0302734375,16218.0498046875
2942,"CPS1",0,37,12,0,0,1,0,1369,50653,144,0,0,20086.400390625,19421.419921875,22737.779296875
2943,"CPS1",0,34,15,0,0,1,0,1156,39304,225,0,0,25862.3203125,25243.55078125,25564.669921875
2944,"CPS1",0,44,8,0,0,1,1,1936,85184,64,0,0,14708.2197265625,17194.259765625,22897.369140625
2945,"CPS1",0,47,11,0,0,1,1,2209,103823,121,0,0,25862.3203125,25243.55078125,25564.669921875
2946,"CPS1",0,32,12,0,0,1,0,1024,32768,144,0,0,25862.3203125,25243.55078125,25564.669921875
2947,"CPS1",0,45,12,0,0,1,0,2025,91125,144,0,0,18109.5,7306.30615234375,21329.509765625
2948,"CPS1",0,28,18,0,0,0,0,784,21952,324,0,0,14522.08984375,8663.37109375,16643.630859375
2949,"CPS1",0,18,12,0,0,0,0,324,5832,144,0,0,3256.30102539062,1960.40295410156,7285.19189453125
2950,"CPS1",0,32,12,0,0,1,0,1024,32768,144,0,0,25862.3203125,17432.369140625,25564.669921875
2951,"CPS1",0,47,8,0,0,0,1,2209,103823,64,0,0,10272.4404296875,9585.38671875,4894.22998046875
2952,"CPS1",0,37,12,0,0,1,0,1369,50653,144,0,1,1726.11401367188,0,0
2953,"CPS1",0,33,8,0,0,1,1,1089,35937,64,0,0,25327.439453125,25243.55078125,0
2954,"CPS1",0,49,12,0,0,1,0,2401,117649,144,1,1,0,0,0
2955,"CPS1",0,53,8,0,0,1,1,2809,148877,64,0,0,17811.689453125,18041.080078125,4004.63891601562
2956,"CPS1",0,20,12,0,0,0,0,400,8000,144,1,1,0,0,4013.5048828125
2957,"CPS1",0,33,12,0,0,0,0,1089,35937,144,0,1,8031.03515625,0,10641.1103515625
2958,"CPS1",0,30,11,0,0,1,1,900,27000,121,0,0,18080.109375,15948.1904296875,14356.1103515625
2959,"CPS1",0,54,6,0,0,1,1,2916,157464,36,0,0,14792.4599609375,9569.2744140625,23820.94921875
2960,"CPS1",0,19,12,0,0,0,0,361,6859,144,0,0,336.993896484375,2518.98388671875,7118.208984375
2961,"CPS1",0,18,11,0,0,0,1,324,5832,121,0,0,131.270904541016,218.419403076172,7503.89599609375
2962,"CPS1",0,23,14,0,0,0,0,529,12167,196,0,0,18707.080078125,20499.189453125,22764.380859375
2963,"CPS1",0,37,16,0,0,1,0,1369,50653,256,1,0,0,2588.80590820312,1754.06103515625
2964,"CPS1",0,29,13,0,0,1,0,841,24389,169,0,0,8275.943359375,6645.6767578125,23795.830078125
2965,"CPS1",0,35,12,0,0,1,0,1225,42875,144,1,1,0,0,0
2966,"CPS1",0,24,12,0,0,1,0,576,13824,144,0,0,25862.3203125,18315,25564.669921875
2967,"CPS1",0,53,12,0,0,1,0,2809,148877,144,0,0,17319.919921875,15826.4501953125,2572.72192382812
2968,"CPS1",0,23,12,0,0,1,0,529,12167,144,1,0,0,5494.5,0
2969,"CPS1",0,40,16,0,0,0,0,1600,64000,256,1,1,0,0,0
2970,"CPS1",0,27,10,0,0,1,1,729,19683,100,0,0,16982.919921875,10206.6298828125,6500.51904296875
2971,"CPS1",0,42,12,0,0,1,0,1764,74088,144,0,0,21645.98046875,23079.05078125,0
2972,"CPS1",0,21,12,0,0,1,0,441,9261,144,0,0,7415.8251953125,8060.0322265625,9207.7138671875
2973,"CPS1",0,29,12,0,0,1,0,841,24389,144,0,0,25862.3203125,25243.55078125,25564.669921875
2974,"CPS1",0,29,12,0,0,1,0,841,24389,144,0,0,25862.3203125,25243.55078125,25337.099609375
2975,"CPS1",0,25,12,0,0,1,0,625,15625,144,0,0,25809.419921875,23548.109375,17465.25
2976,"CPS1",0,43,9,0,0,1,1,1849,79507,81,0,0,25862.3203125,24047.609375,25564.669921875
2977,"CPS1",0,54,10,0,0,1,1,2916,157464,100,0,0,14904.1396484375,16347.4404296875,22575.23046875
2978,"CPS1",0,53,8,0,0,0,1,2809,148877,64,0,0,10642.740234375,2076.77392578125,0
2979,"CPS1",0,28,18,1,0,1,0,784,21952,324,1,0,0,10679.26953125,20391.150390625
2980,"CPS1",0,22,14,0,1,1,0,484,10648,196,1,1,0,0,16637.720703125
2981,"CPS1",0,39,10,0,0,1,1,1521,59319,100,1,1,0,0,18768.609375
2982,"CPS1",0,43,8,0,0,1,1,1849,79507,64,0,0,18338.740234375,2674.74194335938,6395.60107421875
2983,"CPS1",0,53,9,0,0,1,1,2809,148877,81,0,0,19273.310546875,19326.529296875,19946.349609375
2984,"CPS1",0,22,14,0,0,0,0,484,10648,196,0,0,10911.16015625,11162.66015625,25564.669921875
2985,"CPS1",0,36,12,0,0,1,0,1296,46656,144,0,0,22494.33984375,17681.23046875,17598.25
2986,"CPS1",0,26,14,0,0,0,0,676,17576,196,0,0,6367.6171875,603.338684082031,7586.64794921875
2987,"CPS1",0,33,12,0,0,1,0,1089,35937,144,0,0,25862.3203125,25243.55078125,25564.669921875
2988,"CPS1",0,25,12,0,0,1,0,625,15625,144,0,0,25348.990234375,25243.55078125,25564.669921875
2989,"CPS1",0,31,12,0,0,1,0,961,29791,144,0,0,23816.849609375,25243.55078125,25564.669921875
2990,"CPS1",0,36,15,0,0,1,0,1296,46656,225,0,0,25862.3203125,25243.55078125,25564.669921875
2991,"CPS1",0,22,12,0,0,1,0,484,10648,144,0,0,21140.490234375,24516.6796875,25564.669921875
2992,"CPS1",0,25,13,0,0,1,0,625,15625,169,0,0,22214.169921875,23225.849609375,19194.189453125
2993,"CPS1",0,26,18,0,0,1,0,676,17576,324,0,0,22557.0390625,25243.55078125,25564.669921875
2994,"CPS1",0,34,18,0,0,1,0,1156,39304,324,0,0,25862.3203125,25243.55078125,24847.970703125
2995,"CPS1",0,30,18,0,0,1,0,900,27000,324,0,0,25862.3203125,25243.55078125,11118.41015625
2996,"CPS1",0,43,14,0,0,1,0,1849,79507,196,1,0,0,5737.98388671875,8770.306640625
2997,"CPS1",0,34,9,0,0,1,1,1156,39304,81,0,0,11998.5498046875,12165.240234375,25564.669921875
2998,"CPS1",0,47,8,0,0,1,1,2209,103823,64,0,0,25862.3203125,16735.939453125,5754.26708984375
2999,"CPS1",0,16,10,0,0,0,1,256,4096,100,1,1,0,0,11564.6904296875
3000,"CPS1",0,28,12,0,0,0,0,784,21952,144,0,0,11969.16015625,14863.259765625,15094.98046875
3001,"CPS1",0,23,13,0,0,0,0,529,12167,169,0,0,3403.24609375,4364.80615234375,13692.6103515625
3002,"CPS1",0,25,15,0,0,0,0,625,15625,225,0,0,9085.1201171875,8942.6611328125,9182.5927734375
3003,"CPS1",0,49,10,0,0,1,1,2401,117649,100,0,0,20852.48046875,22563.439453125,25564.669921875
3004,"CPS1",0,25,16,0,0,0,0,625,15625,256,0,0,10529.099609375,6565.11279296875,13806.400390625
3005,"CPS1",0,21,12,0,0,1,0,441,9261,144,0,0,11649.7998046875,13031.759765625,18545.470703125
3006,"CPS1",0,42,12,0,0,1,0,1764,74088,144,1,1,0,0,0
3007,"CPS1",0,22,15,0,0,0,0,484,10648,225,0,0,5080.37890625,9279.2421875,21925.029296875
3008,"CPS1",0,22,14,0,0,0,0,484,10648,196,0,0,7856.66015625,8394.8232421875,15708.23046875
3009,"CPS1",0,21,12,0,0,1,0,441,9261,144,0,0,6653.669921875,8704.5478515625,9407.20703125
3010,"CPS1",0,24,12,0,0,1,0,576,13824,144,0,0,6953.43798828125,9041.12890625,25564.669921875
3011,"CPS1",0,23,12,0,0,1,0,529,12167,144,0,0,10819.0703125,11033.759765625,25564.669921875
3012,"CPS1",0,32,5,0,0,0,1,1024,32768,25,0,0,12243.4599609375,11164.4501953125,13265.5498046875
3013,"CPS1",0,27,12,0,0,1,0,729,19683,144,0,0,20192.19921875,19867.2109375,25363.69921875
3014,"CPS1",0,24,14,0,0,1,0,576,13824,196,0,0,14461.349609375,14660.9501953125,10728.2900390625
3015,"CPS1",0,23,12,0,0,1,0,529,12167,144,0,0,15305.7900390625,20375.66015625,17274.619140625
3016,"CPS1",0,46,8,0,0,1,1,2116,97336,64,0,0,7676.4072265625,2143.01611328125,14135.9296875
3017,"CPS1",0,55,13,0,0,1,0,3025,166375,169,0,0,21790.970703125,19532.419921875,19377.4296875
3018,"CPS1",0,17,11,0,0,0,1,289,4913,121,1,1,0,0,1690.51904296875
3019,"CPS1",0,28,16,0,0,1,0,784,21952,256,1,1,0,0,0
3020,"CPS1",0,40,18,0,0,1,0,1600,64000,324,0,0,25862.3203125,25243.55078125,25564.669921875
3021,"CPS1",0,50,12,0,0,0,0,2500,125000,144,0,1,4649.33984375,0,5516.35302734375
3022,"CPS1",0,23,12,0,0,1,0,529,12167,144,0,0,14864.9599609375,14422.83984375,15493.9599609375
3023,"CPS1",0,42,12,0,0,1,0,1764,74088,144,0,0,11259.91015625,10786.6904296875,11761.23046875
3024,"CPS1",0,26,12,0,0,1,0,676,17576,144,0,0,14598.5,9785.9033203125,14283.7099609375
3025,"CPS1",0,38,11,0,0,0,1,1444,54872,121,0,0,3918.53393554688,3580.64501953125,0
3026,"CPS1",0,30,16,0,0,1,0,900,27000,256,0,0,13771.6904296875,19924.5,65.0199737548828
3027,"CPS1",0,27,17,0,0,1,0,729,19683,289,0,0,22594.259765625,11026.599609375,13286.240234375
3028,"CPS1",0,46,9,0,0,1,1,2116,97336,81,0,0,25862.3203125,25243.55078125,25564.669921875
3029,"CPS1",0,32,12,0,0,0,0,1024,32768,144,0,0,6318.634765625,17468.1796875,13923.1396484375
3030,"CPS1",0,36,18,0,0,1,0,1296,46656,324,1,1,0,0,0
